Factory Name;Factory Type;Product Type Type;Nike, Inc. Brand(s);Events;Supplier Group;Address;City;State;Postal Code;Country / Region;Region;Total Workers;Line Workers;% Female Workers;% Migrant Workers
A & K Designs, Inc.;FINISHED GOODS;Apparel;Nike;;A & K DESIGNS;8564 NE Alderwood Road;Portland;Oregon;97220;USA;AMERICAS;111;95;73;0
ACode Sporting Goods Co., Ltd.;FINISHED GOODS;Equipment;Nike;;EXCELLENCE SPORTING GOODS;No 32 VSIP II A Street 31;Bac Tan Uyen;Bình Duong;822710;Vietnam;SE ASIA;347;318;79;0
Ad Dulyal;FINISHED GOODS;Apparel;Nike;;MAS HOLDINGS;Part of land no 1075 Basin 5 Ad Dulayl;Zarqa;Az Zarqa;11183;Jordan;EMEA;1303;1166;87;75
ADORA FOOTWEAR LIMITED;FINISHED GOODS;Footwear;Converse;;HUALI;TAM DIEP INDUSTRY ZONE;Ninh Binh Province;Ninh Bình;430000;Vietnam;SE ASIA;8120;6800;86;0
AHP APPAREL PVT LTD., UNIT 60;FINISHED GOODS;Apparel;Nike;Collegiate;SHAHI;207 ABDE F KIADB INDUSTRIAL AREA;HASSAN;Karnataka;573201;India;S ASIA;2704;906;75;0
AHP APPARELS PVT.LTD. UNIT 61;FINISHED GOODS;Apparel;Nike;Collegiate;SHAHI;SY NO 34 35 37 A TO 37H;SHIKARIPURA, SHIVAMOGGA;Karnataka;577427;India;S ASIA;1573;861;75;0
Ajara 1;FINISHED GOODS;Apparel;Nike;;MILTEKS;Bobokvati Street 14 Bobokvati Village;Kobuleti;Ajaria;6200;Georgia;EMEA;1227;1153;96;0
Ajara Textile Ltd;FINISHED GOODS;Apparel;Nike;;MILTEKS;31 Motserelia Str;Poti;Samegrelo-Zemo Sva;4400;Georgia;EMEA;1394;1275;92;0
All Wells International Co., Ltd.;FINISHED GOODS;Footwear;Nike;;SPORTS GEAR;81 Road Toc Tien Commune Phu My Town;Phu My;Bà Ra - Vung Tàu;790000;Vietnam;SE ASIA;2904;2137;81;0
Almaxtex Tekstil Sanayi ve Ticaret A.S.;FINISHED GOODS;Apparel;Nike;Collegiate;YESIM;Karapinar Mah Ankara Yolu Cad;Bursa;Bursa;16580;Turkey;EMEA;4026;2568;53;0
ANHUI COSMO SPORTING GOODS COMPANY LIMITED;FINISHED GOODS;Equipment;Nike;;ANHUI COSMO;Economic Development Zone, Jinzhai County;Lu'an City;Anhui;237321;China;N ASIA;357;320;95;0
ANIGER CALCADOS SUPRIMENTOS E EMPREENDIMENTOS LTDA;FINISHED GOODS;Footwear;Nike;;ANIGER;Rua Armindo Eltz, 51 - Quatro Colonias;Campo Bom – RS;Rio Grande do Sul;93700-000;Brazil;AMERICAS;472;80;48;5
Annic II S.A.;FINISHED GOODS;Apparel;Nike;Collegiate;GILDAN;Las Palmeras Industrial Park;Masatepe;Managua;0;Nicaragua;AMERICAS;4634;4317;57;0
Annora Vietnam  Footwear Co.,Ltd;FINISHED GOODS;Footwear;Nike;;HUALI;Nghi Son Economic Zone, Xuan Lam Ward,  Nghi Son Township;Nghi Son Township;Thanh Hóa;450000;Vietnam;SE ASIA;22025;20012;90;0
Apple Apparel Cambodia Co Ltd;FINISHED GOODS;Apparel;Nike;;RAMATEX;Phum Chumpou Voin;Phonm Penh;Phnom Penh;120911;Cambodia;SE ASIA;1532;1391;79;0
ArtFX Concord;FINISHED GOODS;Apparel;Nike;;TEGRA;244 Manor Ave SW;Concord;North Carolina;28025;USA;AMERICAS;116;104;49;12
ARTFX INC;FINISHED GOODS;Apparel;Nike;;TEGRA;3801 E Princess Anne Rd;Norfolk;Virginia;23502;USA;AMERICAS;379;359;38;7
Asena 4;FINISHED GOODS;Apparel;Nike;Collegiate;YESIM;LENIN STREET  243a;KONGAZ,COMRAT;Gagauzia-- Unitate;3815;Moldova;EMEA;723;571;97;0
ASIATAN (CHINA);MATERIALS;Footwear;Nike;;ASIATAN;93 TIANHE W ROAD BAI SHA VILLAGE;Jiangmen Guangdong;Guangdong;529000;China;N ASIA;322;255;52;0
Atoms., Inc;FINISHED GOODS;Equipment;Nike;;ATOMS;156-4,DAIFUKU;SAKURAI;Nara;6330067;Japan;N ASIA;3;1;0;0
AURORA VIETNAM INDUSTRIAL FOOTWEAR CO., LTD;FINISHED GOODS;Footwear;Converse;;HUALI;Thien Huong Commune;Hai Phong;Hai Phong;180000;Vietnam;SE ASIA;5946;5310;84;0
AVERY DENNISON (GUANGZHOU) CONVERTED PRODUCTS LTD;MATERIALS;Apparel;Nike;;AVERY DENNISON;7 Guangyi Road Nansha District;Guangzhou;Guangdong;511458;China;N ASIA;2935;1822;56;0
Avery Dennison (Suzhou) Co.,Ltd ;MATERIALS;Apparel;Nike;;AVERY DENNISON;No 56 Yangpu Road;Suzhou;Jiangsu;215024;China;N ASIA;855;585;49;0
AVERY DENNISON RIS HONDURAS S DE R;FINISHED GOODS - COMPONENTS;Apparel;Nike;;AVERY DENNISON;ZIP BUFALO;Villanueva;Cortés;504;Honduras;AMERICAS;950;800;35;1
Avery Dennison RIS Italia S.r.l.;FINISHED GOODS - COMPONENTS;Apparel;Nike;;AVERY DENNISON;Strada Provinciale Bonifica 39 41;Ancarano;Teramo;64010;Italy;EMEA;384;241;42;3
Avery Dennison RIS Vietnam Co. Ltd.;MATERIALS;Footwear;Nike;;AVERY DENNISON;LOT E01 TRUNG TAM ROAD;Can Giuoc;Long An;850000;Vietnam;SE ASIA;2779;1983;42;0
Avery Dennison Tekstil Urunleri Sanayi ve Ticaret Ltd. Sti.;MATERIALS;Apparel;Nike;;AVERY DENNISON;Gocerler Mahallesi Baskomutan Ataturk Caddesi ;Tekirdag;Tekirdag;59600;Turkey;EMEA;542;350;51;0
BAIKSAN (CHINA);MATERIALS;Footwear;Nike;;BAIKSAN;No 4 Industrial West Road;Dongguan;Guangdong;523950;China;N ASIA;160;120;30;0
BAIKSAN (KOREA);MATERIALS;Footwear;Nike;;BAIKSAN;10 Noksansandan 382 ro;Busan;Gyeongsangnamdo;46757;South Korea;N ASIA;57;30;0;0
BAIKSAN (TR1) (INDONESIA);MATERIALS;Footwear;Nike;;BAIKSAN;JL  BUMI MAS I NO 7 KAWASAN INDUSTRI DAN PERGUDANGAN;Tangerang Banten;Banten;15710;Indonesia;S ASIA;392;340;17;0
BAIKSAN (VIETNAM);MATERIALS;Footwear;Nike;;BAIKSAN;NO 50 ROAD 3 VSIP II HOA PHU PRECINCT;Binh Duong;Bình Duong;840000;Vietnam;SE ASIA;343;329;11;0
Beijing Our Clothing and Apparel Ltd;FINISHED GOODS;Apparel;Nike;;BEIJING CLOTHING;XiQu YiHao ;BeiJing;Beijing;100024;China;N ASIA;5;4;1;0
Berry Apparel Cambodia Co., Ltd.;FINISHED GOODS;Apparel;Nike;;RAMATEX;Phum Chumpou Voin;Phnom Penh;Phnom Penh;12405;Cambodia;SE ASIA;3217;2994;89;0
Big Game Sports;FINISHED GOODS;Apparel;Nike;Collegiate;BIG GAME SPORTS;13835 Welch Rd;Dallas;Texas;75244;USA;AMERICAS;68;51;36;0
TNG Investment and Trading JSC - Dai Tu;FINISHED GOODS;Apparel;Nike;;TNG;Tien Hoi commune Dai Tu District Thai Nguyen Province;Thai Nguyen;Thái Nguyên;240000;Vietnam;SE ASIA;2148;1969;75;0
Blue Star Graphics;FINISHED GOODS;Apparel;Nike;;BLUE STAR;15825 Gateway Drive;Frisco;Texas;75033;USA;AMERICAS;45;41;65;0
Bodyline (Private) Limited BPL II;FINISHED GOODS;Apparel;Nike;;MAS HOLDINGS;Kalawellawa Road;Agalawatta;Kalutara;12200;Sri Lanka;S ASIA;1911;1794;85;0
Bodyline Private Limited III;FINISHED GOODS;Apparel;Nike;;MAS HOLDINGS;Kalawellawa Road;Agalawatta;Kalutara;12200;Sri Lanka;S ASIA;1042;991;81;0
BODYLINE PVT LIMITED;FINISHED GOODS;Apparel;Nike;Collegiate;MAS HOLDINGS;RATNAPURA ROAD;HORANA;Kalutara;12400;Sri Lanka;S ASIA;5552;4782;83;0
BRANCH 1 OF GREENTECH HEADGEAR CO., LTD IN DONG NAI;FINISHED GOODS;Apparel;Nike;Collegiate;ASIAN SOURCING HEADWEAR;ROAD No 3 NHON TRACH 2 IZ NHON PHU;NHON TRACH;Ðng Nai;810000;Vietnam;SE ASIA;1680;1400;80;0
Branch of Thuan Phuong Embroideries Garments Co., Ltd- M.D.K Factory ;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;09 09A To Ky Str Trung My Tay Ward Dist 12;Ho Chi Minh City;Ho Chi Minh;70000;Vietnam;SE ASIA;1055;823;72;0
Branch of Thuan Phuong Embroideries Garments Co.,Ltd - Binh Chanh Factory;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;D15 8 Dinh Duc Thien Street;Binh Chanh District;Ho Chi Minh;700000;Vietnam;SE ASIA;1169;1105;77;0
Branch of Thuan Phuong Embroideries Garments Company Limited - Thuan Phuong Long An Factory;FINISHED GOODS;Apparel;Nike;;THUAN PHUONG;Hamlet 3 Long Cang Commune Can Duoc Dist Long An Province;Can Duoc;Long An;850000;Vietnam;SE ASIA;2327;2229;62;0
Brandix Apparel Solutions (Pvt) Limited – Essentials, Batticaloa;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;449 New Kalmunai Road Aryampathy Batticaloa;Batticaloa;Batticaloa;30000;Sri Lanka;S ASIA;3144;2829;86;0
Brandix Apparel Solutions (Pvt) Limited – Essentials, Koggala;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;No 27, Export processing zone;Koggala;Galle;80630;Sri Lanka;S ASIA;1360;1190;84;0
Brandix Apparel Solutions (Pvt) Limited – Essentials, Kahawatta;FINISHED GOODS;Apparel;Nike;;BRANDIX SOLUTIONS;No 42 2;Kahawattha;Ratnapura;70150;Sri Lanka;S ASIA;1079;1025;88;0
BRANDIX APPL INDIA(P) LTD;FINISHED GOODS;Apparel;Nike;;BRANDIX ASIA HOLDINGS;Plot No 07  BIAC SEZ;India.;Andhra Pradesh;531011;India;S ASIA;3985;3517;91;0
C&W Embroidery, Inc.;FINISHED GOODS;Apparel;Nike;;C&W;386 Hwy 356;Rienzi;Mississippi;38865;USA;AMERICAS;165;125;80;0
C.C. Creations;FINISHED GOODS;Apparel;Nike;Collegiate;CC CREATIONS;1800 Shiloh Avenue;Bryan;Texas;77803;USA;AMERICAS;345;304;57;0
CAN SPORTS VIETNAM CO., LTD;FINISHED GOODS;Footwear;Nike;;SPORTS GEAR;THUAN HOA HAMLET TRUONG MIT COMMUNE;DUONG MINH CHAU DISTRICT;Tây Ninh;730000;Vietnam;SE ASIA;6380;4883;72;0
Cassia Garment Company Limited;FINISHED GOODS;Apparel;Nike;;RAMATEX;287 289 Suksawad 30 Suksawad Road Bangpakok;Rathjaburana;Chon Buri;10140;Thailand;SE ASIA;772;724;64;79
CCH TOP VN CO., LTD.;FINISHED GOODS;Apparel;Nike;Collegiate;CHUAN CHENG;Tan Thuan Road Tan Thuan Export Processing Zone Dist 7;HO CHI MINH;Ho Chi Minh;7000;Vietnam;SE ASIA;1553;1469;85;0
CHANG SHIN DONG NAI COMPANY LTD;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;LO IV II TAN PHU INDUSTRIAL ZONE;Dong Nai;Ðng Nai;76000;Vietnam;SE ASIA;2826;2613;93;0
CHANG SHIN INDONESIA;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;JL DUSUN GINTUNGKOLOT;KARAWANG;Jawa Barat;41371;Indonesia;S ASIA;15656;14259;90;0
CHANG SHIN VIETNAM CO., LTD;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;Lot C Loc An Binh Son Industrial Zone;Long Thanh District;Ðng Nai;61;Vietnam;SE ASIA;5609;5369;89;0
CHANG SHIN VIETNAM COMPANY, LTD.;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;Thanh Phu Vinh Cuu Dong Nai;Dong Nai;Ðng Nai;76000;Vietnam;SE ASIA;28751;27305;77;0
Chang Tai Song Lin Woven Belt Co. LTD;MATERIALS;Apparel;Nike;;CHI YANG RIBBON;Xin Tai Industrial Zone;Zhang Zhou;Fujian;363900;China;N ASIA;123;112;70;0
Chang Wong Industrial Co., Ltd.;FINISHED GOODS;Equipment;Nike;;CHANG WONG INDUSTRIAL;No 139 Ln 92 Feng Nan St;Taichung City;Taichung;420012;Taiwan;N ASIA;31;22;30;32
ChangShin Inc.;FINISHED GOODS;Footwear;Nike;;CHANGSHIN;242, Jangpyeong-ro, Saha-gu, Busan, Korea;Busan;Busan Gwangyeogsi;604-030;South Korea;N ASIA;998;323;52;0
Changzhou Qingqing Knitted Textile Co., Ltd.;MATERIALS;Apparel;Converse;;DECOR;80 Xingbiao North Rd  Zhiqian Town Jintan District;Changzhou;Jiangsu;213234;China;N ASIA;112;100;15;0
Charmgo (Cambodia) Co. Ltd;FINISHED GOODS;Apparel;Nike;;CHARMGO;Pham Bostanei Kuhn Kaheing Srok Samrongtong Kampong Spey;Kampong Spey;Kampong Spueu;5207;Cambodia;SE ASIA;1557;1526;71;1
Cheng Horng Industrial Co., Ltd.;MATERIALS;Apparel;Nike;;LITTLE KING;No 230  Hongzun Road;Taoyuan;Taoyuan;324;Taiwan;N ASIA;111;88;22;49
CHI YANG RIBBON;MATERIALS;Apparel;Nike;;CHI YANG RIBBON;NO219 Guan Hai BLVD Bali district;New Taipei;New Taipei;249;Taiwan;N ASIA;79;41;71;20
Chongqing Sumec Changjiang Garment Co.,Ltd;FINISHED GOODS;Apparel;Nike;;SINOMACH SUMEC TEXTILE;No.22-2 , Lianhe Road , Wanzhou District;Chongqing;Chongqing;404000;China;N ASIA;209;193;83;0
CHUAN CHENG HAT CO., LTD.;FINISHED GOODS;Apparel;Nike;Collegiate;CHUAN CHENG;No 56 Chung Shan Road;TAICHUNG;Taichung;428;Taiwan;N ASIA;121;101;86;16
Chun Yu Ribbon ENT Co., Ltd.;MATERIALS;Apparel;Nike;;CHI YANG RIBBON;No 557 Sec  4 Zhangshui Rd  Pitou Township;Changhua;Changhua;523;Taiwan;N ASIA;139;121;71;25
Chuzhou Korrun Future Luggage Products Co., Ltd;FINISHED GOODS;Equipment;Nike;;FORMOSA;1 Building  No 708 Huizhou North Road;Chuzhou;Anhui;239000;China;N ASIA;574;462;65;0
COCALQUI COOPERATIVA DE TRABALHO DA INDUSTRIA DE CALCADOS DE QUIXERAMOBIM LTDA.;FINISHED GOODS;Footwear;Nike;;ANIGER;AV JOSE G PINHEIRO 155 EDMILSON CORREIA;QUIXERAMOBIM;Ceará;63800-000;Brazil;AMERICAS;4905;4867;53;0
Colltex Garment Mfy Co., Ltd.(VN);FINISHED GOODS;Apparel;Nike;Collegiate;ECLAT;Lot 28 Road No7 Trang Bang Industrial Park;Trang Bang;Tây Ninh;843440;Vietnam;SE ASIA;1933;1762;90;0
CONG TIEN GARMENT JOINT STOCK COMPANY;FINISHED GOODS;Apparel;Nike;Collegiate;SOUTH ISLAND;27 Mac Van Thanh street, Ward 3;Go Cong;Tin Giang;84;Vietnam;SE ASIA;1455;1289;85;0
Cong TY Tnhh May Mac Premier Global Vietnam;FINISHED GOODS;Apparel;Nike;;NICE APPAREL;Lo C Duong so 1;Tinh Binh Duong;Bình Duong;82000;Vietnam;SE ASIA;1186;1086;68;0
Cooperativa Textil Seuca Ltda.;FINISHED GOODS;Apparel;Converse;;COOPERATIVA TEXTIL SEUCA;Las Heras 513;Guaymallen;Mendoza;M5521;Argentina;AMERICAS;21;17;80;0
COOPERSHOES-COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA (Morada Nova).;FINISHED GOODS;Footwear;Converse;;COOPERSHOES;Avenida Vereador Paulo Rabelo de Brito 2065;Morada Nova;Ceará;62940-000;Brazil;AMERICAS;3720;3206;53;0
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA Garibaldi;FINISHED GOODS;Footwear;Converse;;COOPERSHOES;Rua Joao Missiaggia 193 Centro;Garibaldi;Rio Grande do Sul;95720-000;Brazil;AMERICAS;65;54;81;0
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA Las Flores;FINISHED GOODS;Footwear;Converse;;COOPERSHOES;Calle El Molino;Las Flores;Buenos Aires;7200;Argentina;AMERICAS;305;269;35;0
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALÇADOS JOANETENSE LTDA (Picada Café);FINISHED GOODS;Footwear;Converse;;COOPERSHOES;RUA VICENTE PRIETO, 3581;PICADA CAFE;Rio Grande do Sul;95175-000;Brazil;AMERICAS;896;575;65;0
Hoosier Manufacturing;FINISHED GOODS;Apparel;Nike;Collegiate;INDIANA KNITWEAR;Calzada concepcion 5ta calle 5 26 Zona 6 Ofi;Villa Nueva;Guatemala;1064;Guatemala;AMERICAS;3526;3195;63;0
COSMO TEXTILE CO.,LTD(KNITTING/WOVEN CHINA);MATERIALS;Footwear;Nike;;COSMOPOLITAN TEXTILE;THE THIRD INDUSTRIAL ESTATE;Dongguan;Guangdong;523159;China;N ASIA;164;115;30;0
COSMO TEXTILE CO.,LTD(NON-WOVEN CHINA);MATERIALS;Footwear;Nike;;COSMOPOLITAN TEXTILE;No 45 Xin Yuan Road Yuanhua Town;Haining;Zhejiang;314416;China;N ASIA;234;170;37;0
COSMO TEXTILE CO.,LTD(ZHONGSHAN);MATERIALS;Footwear;Converse;;COSMOPOLITAN TEXTILE;Block 17 to 21 LongzhuYuan  Nanlang Industrial District;Zhongshan;Guangdong;528400;China;N ASIA;220;75;10;0
COSMO VIETNAM CO.,LTD;MATERIALS;Footwear;Converse;;COSMOPOLITAN TEXTILE;Factory 02 and 03  Lot 19 Road 15B Tan Duc Industrial Park;Duc Hoa Dist;Long An;82724;Vietnam;SE ASIA;120;50;20;20
COSMO-E-MART NON-WOVEN COMPANY LIMITED;MATERIALS;Footwear;Nike;;COSMOPOLITAN TEXTILE;Road 1 Duc Hoa Ha Industrial Park;Duc Hoa District;Long An;850000;Vietnam;SE ASIA;58;36;4;17
DAEHWA INDONESIA PT (TR1) (INDONESIA);MATERIALS;Footwear;Nike;;DAEHWA;Bekasi Intl Industrial Estate Block ;BEKASI;Jawa Barat;17550;Indonesia;S ASIA;334;262;31;0
DAERIM TEXTILE CO LTD (KOREA);MATERIALS;Footwear;Nike;;DAERIM TEXTILE;14 NOKSANSANDAN 382 RO 14BEON GIL;Busan;Busan Gwangyeogsi;46757;South Korea;N ASIA;75;55;21;15
DAEWON (KOREA);MATERIALS;Footwear;Nike;;DAEWON;868 14 Gyeonggi daero;Osan Si;Gyeonggido;18111;South Korea;N ASIA;150;90;0;0
DAEWON CHEMICAL VINA CO., LTD.;MATERIALS;Footwear;Nike;;DAEWON;ROAD NO5 LONG THANH INDUSTRIAL ZONE TAM AN COMMUNE;LONG THANH;Ðng Nai;810000;Vietnam;SE ASIA;374;192;4;0
Dah Jeng Embroidery;FINISHED GOODS - COMPONENTS;Apparel;Nike;;EMBLEM SOURCE;No 68 Jiuqiong Street Luzhou District;New Taipei City;New Taipei;24750;Taiwan;N ASIA;87;53;87;51
Dalian YKK Zipper Co.,Ltd.;MATERIALS;Apparel;Nike;;YKK;No 50 Tieshan West Road;Dalian;Liaoning;116000;China;N ASIA;2;1;1;100
DASS ELDORADO SRL;FINISHED GOODS;Footwear;Nike;;DASS;ALBERTO BEJAR BARRIOS 407;ELDORADO;Misiones;3380;Argentina;AMERICAS;66;66;30;3
Dass Nordeste Calcados e Artigos Esportivos Ltda;FINISHED GOODS;Footwear;Nike;;DASS;Av Juracy Magalhaes 5100;Vitoria da Conquista;Bahia;45023-490;Brazil;AMERICAS;1443;1093;39;0
DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS LTDA.;FINISHED GOODS;Apparel;Nike;;CLASSICO;Av Juracy Magalhaes;Vitoria da Conquista;Bahia;45023-490;Brazil;AMERICAS;2998;1814;70;0
DASS Nordeste Calcados e Artigos Esportivos LTDA.;FINISHED GOODS;Footwear;Nike;;DASS;RUA PROFESSORA MARIA LIA CELIA VELLAME;SANTO ESTEVAO;Bahia;44190-000;Brazil;AMERICAS;3778;3202;55;0
DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS LTDA;FINISHED GOODS;Footwear;Nike;;DASS;RUA JULIO HAUSER, 1640 - BAIRRO 7 DE SETEMBRO;Ivoti;Rio Grande do Sul;93900-000;Brazil;AMERICAS;40;40;40;0
Dass Sul Calcados e Artigos Esportivos Ltda;FINISHED GOODS;Apparel;Nike;;CLASSICO;Marcilio Dias, 10;Saudades;Santa Catarina;89868-000;Brazil;AMERICAS;845;227;77;70
FREETREND INDUSTRIAL A (VIETNAM) CO., LTD;FINISHED GOODS;Footwear;Nike;Collegiate;DEAN SHOES;LOT.1-4, 10-13, 26-37, Road no3, Industrial Zone In,;Ho Chi Minh City;Ho Chi Minh;70000;Vietnam;SE ASIA;9354;8569;90;0
DECOTEX INTERNATIONAL, Ldta de C.V.;FINISHED GOODS;Apparel;Nike;;TEGRA;American Industrial Park Block H Calle Canada;Ciudad Arce;La Libertad;Zona 13;El Salvador;AMERICAS;2050;1679;54;0
Delta Alfa Corap Ve Tekstil Sanayi Tic Ltd Sti;FINISHED GOODS;Equipment;Nike;Collegiate;DELTA;Topcular Mah 623 sok No1 Cilimli Duzce;Duzce;Düzce;81750;Turkey;EMEA;730;449;62;0
Delta Campeche S.A.de C.V.;FINISHED GOODS;Apparel;Nike;;FUN TEES;Carretera Federal 180;Campeche;Campeche;24460;Mexico;AMERICAS;293;233;59;0
Delta Galil Industries LTD Egypt;FINISHED GOODS;Apparel;Nike;;DELTA;Delta Textile Shamal El Saeed;El-Minya;AI Minya;61784;Egypt;EMEA;2566;2245;83;0
Delta Galil Vietnam Co., Ltd;FINISHED GOODS;Equipment;Nike;Collegiate;DELTA;Phu Kim Village Cat Trinh Commune Phu Cat District;Phu Cat;Bình Ðnh;55000;Vietnam;SE ASIA;3063;2655;75;0
Delta Socks Ltd.;FINISHED GOODS;Equipment;Nike;;DELTA;INDUSTRIAL ZONE 1 HAYOTZRIM ST;KARMIEL;H_efa;20100;Israel;EMEA;205;13;60;0
DELTA TEXTILE BULGARIA LTD.;FINISHED GOODS;Equipment;Nike;Collegiate;DELTA;71 Tutrakan Blvd;ROUSSE;Ruse;7009;Bulgaria;EMEA;451;342;78;0
Der Will S.A.;FINISHED GOODS;Apparel;Nike;;DER WILL;Monsenor de Andrea 3333 Villa de Mayo;Buenos Aires;Buenos Aires;1614;Argentina;AMERICAS;232;222;61;10
DESTRO PAOLO SPA;FINISHED GOODS;Equipment;Nike;;DESTRO;Viale dell Artigianato 11;PD;Padova;35010;Italy;EMEA;145;120;35;8
Dewhirst Cambodia;FINISHED GOODS;Apparel;Nike;;CASTLECRAFTS;Tuorl Pongror Village;Phnom Penh;Kandaal;12101;Cambodia;SE ASIA;2600;2425;72;1
Diamant srl;FINISHED GOODS;Footwear;Nike;;DIAMANT;Viale del Lavoro 8;Sorga;Verona;37060;Italy;EMEA;250;188;70;5
Diamant srl #2;FINISHED GOODS;Footwear;Nike;;DIAMANT;Via Giorgio Perlasca 6B;MONTEBELLUNA;Veneto;31044;Italy;EMEA;58;50;81;4
DOG STYLE SA DE CV;FINISHED GOODS;Equipment;Nike;;DOG STYLE SA;CARRETERA LEON LAGOS DE MORENO NO 2237;LEON GTO;Guanajuato;37690;Mexico;AMERICAS;371;330;70;0
VIETNAM DONA ORIENT CO., LTD;FINISHED GOODS;Footwear;Nike;;FENG TAY;Song May Industrial Zone Bac Son Ward;Trang Bom;Ðng Nai;76000;Vietnam;SE ASIA;10267;9631;64;0
Dona Pacific Vietnam Co., Ltd.;FINISHED GOODS;Footwear;Nike;;FENG TAY;Song May Industrial Zone  Bac Son Villiage ;Dong Nai;Ðng Nai;84061;Vietnam;SE ASIA;10488;8592;60;0
Vietnam Dona Standard Footwear Co., Ltd;FINISHED GOODS;Footwear;Nike;;FENG TAY;Xuan Loc Industrial Zone;Xuan Loc;Ðng Nai;76000;Vietnam;SE ASIA;23374;20589;66;0
DONA VICTOR FOOTWEAR CO., LTD;FINISHED GOODS;Footwear;Nike;;FENG TAY;SONG MAY INDUSTRIAL ZONE BAC SON WARD;TRANG BOM DISTRICT;Ðng Nai;76313;Vietnam;SE ASIA;11984;9707;68;0
Dong Guan Goldenprene Sporting Goods Co., Ltd.;FINISHED GOODS;Equipment;Nike;Collegiate;GUANG DER;Summitop Industrial;Liaobu Town, Dongguan;Guangdong;523405;China;N ASIA;772;570;67;0
Dong Guan New Prosperity Optical Mfy Ltd. Chang An Branch;FINISHED GOODS;Equipment;Nike;;SUN HING OPTICAL;No 43 XinFeng Road XinMin District ChangAn Town;Dongguan;Guangdong;523879;China;N ASIA;78;67;65;0
Dongguan leefong label manufacture co ltd.;FINISHED GOODS - COMPONENTS;Apparel;Nike;;LEE BOU LABEL ENTERPRISE;NO 9 WUSONG ROAD YUWU COMMUNITY;DONGGUAN;Guangdong;523117;China;N ASIA;475;406;63;0
Dongguan Stella Footwear Product Creation Co., LTD.;FINISHED GOODS;Footwear;Nike;Collegiate;STELLA;Hou Da Road Da Ling Management District;Dongguan;Guangdong;523835;China;N ASIA;421;267;55;0
Dongguan Ye Ji Industrial Co., Ltd.;FINISHED GOODS;Apparel;Nike;;CRYSTAL;Room 101 No3 Building No112 Chang Huang Road;DONGGUAN CITY;Guangdong;523570;China;N ASIA;844;735;63;0
Dongguan Youkai Industrial Co., Ltd;FINISHED GOODS;Equipment;Nike;Collegiate;DONGGUAN YOUKAI;Room 501 Building 2 No 11 Dalingshan Hupan Nan Yi Jie;Dongguan;Guangdong;523000;China;N ASIA;18;12;23;0
DONGJIN (Indonesia);MATERIALS;Footwear;Nike;;DONGJIN;Artha Industrial Hill ;Karawang;Jawa Barat;41361;Indonesia;S ASIA;393;314;14;0
DONGJIN TEXTILE DYEING HOUSE;FINISHED GOODS - COMPONENTS;Footwear;Nike;;DONGJIN;#16-13 SINSANRO, SA-HA GU, BUSAN, KOREA;SA-HA GU, BUSAN;Busan Gwangyeogsi;49432;South Korea;N ASIA;38;35;16;0
DONGJIN TEXTILE VINA;MATERIALS;Footwear;Nike;;DONGJIN;LOT D8 1 ROAD NO 2; Dong Nai;Ðng Nai;76123;Vietnam;SE ASIA;210;150;35;0
DONGJIN TEXTILE VINA Co., Ltd ;MATERIALS;Footwear;Nike;;DONGJIN;Lot D 8 1 Road No 2;Dong Nai Province;Ðng Nai;76000;Vietnam;SE ASIA;440;379;27;5
DUCKSAN ;FINISHED GOODS - COMPONENTS;Footwear;Nike;;DUCKSAN;76 Opoanro Opoeup;Gyeonggi-do;Gyeonggido;12774;South Korea;N ASIA;29;24;45;8
DUCKSAN CO LTD (KOREA);MATERIALS;Footwear;Nike;;DUCKSAN;76 Opoanro;Gyeonggi Do;Gyeonggido;12774;South Korea;N ASIA;11;10;10;20
DUCKSAN CO LTD (Vietnam);MATERIALS;Footwear;Nike;;DUCKSAN;Lot A4 Dat Cuoc Industrial Dat Cuoc ward;Bac Tan Uyen;Bình Duong;0;Vietnam;SE ASIA;192;137;39;7
E-Top (Vietnam) Co.,Ltd;FINISHED GOODS;Apparel;Nike;Collegiate;ECLAT;Lot IX1  IX2  IX3  IX4;Ba Ria-Vung Tau;Bà Ra - Vung Tàu;790000;Vietnam;SE ASIA;2742;2563;97;0
Eagle Nice (Yifeng) Garments Co., Ltd;FINISHED GOODS;Apparel;Nike;;EAGLE NICE;No 76 Gong Zhang Road;Yifeng;Jiangxi;336300;China;N ASIA;1963;1570;98;0
